CUSTOMER_NAME,CUID,CUSTOMER_REF,ACCOUNT_NO,SERVICE_TYPE,COPF_ID,ORDER_TYPE ,OLD_COPF_ID,OPPORTUNITY_ID,SERVICE_ID,VIZNET_CIRCUIT_ID,COMMISSION_DATE ,TERMINATION_DATE ,CIRCUIT_SPEED,ACTION_TYPE,CURRENT ORDER STATUS,CIRCUIT STATUS,BSO_PROVIDER,BSO_ARRANGED_BY,INTERFACE,UNFR,BILLING_TYPE,SALES_PERSON_NAME,CONTACT PERSON,PHONE NO,EMAIL ID,PINCODE,CUSTOMER_ A_END,CUSTOMER_B_END,A_END_ ADDRESS,B_END_ADDRESS,COPF_VETTING_DATE,OPPORTUNITY_DATE,RFS DATE,CREATED BY,PSR Number,PSR Type,TASK_NUMBER,TASK_STATUS,ITEM_STAGE,ITEM_SUB_STAGE,ITEM_SUB_STAGE_DESCRIPTION,TASK READY DATE,ACTUAL_RELEASE_DATE,TASK READY DATE(New),ACTUAL_COMPLETION_DATE,WORK_QUEUE_ID,GROUP_NAME,PROGRAM MANAGER(M6),PROGRAM_MANAGER(POS),GINVOICE_DATE,ORDER_BOOKING_DATE,ORDER_BOOKING_DATE - OPPORTUNITY_DATE,GINVOICE_DATE-OPPORTUNITY_DATE,INVOICE_NUM,INVOICE_DATE,CURRENCY_CODE,OTC,ARC,MRC,Total _Order_Value,End MUX Node IP,End MUX Node Name,Jeopardy,Note,Task Status Accept,PSR_GENERATION_DATE,Last Mile Provider,B End Bso,Remarks,TAT,OLD_COPF(Latest),Customer Segment,SECS_ID,Tiger ID,International Crammer ID,NNI Identifier,DMS ID,Legal_Entity,Identifier(Partial Component ),LBT Number,TIN Number,IZO Private,Cloud Customer Ref number,Cloud Provider,Cloud Type,Parent Id,Parent Service Name,COPF_ID,Bifurcation Flag
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397603,E2E,174P171208;352298,879125,S_10212143162335,V_10212143162335,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067379,SERVICE,22535159,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:17:02 . PM,21-Mar-2016 07:48:06 . PM,21-Mar-2016 02:18:06 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:16:44 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP8,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397603,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397612,E2E,169P171208;352271,879134,S_10212143162330,V_10212143162330,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067400,SERVICE,22535477,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:35:09 . PM,21-Mar-2016 07:44:06 . PM,21-Mar-2016 02:14:05 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:12:26 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP3,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397612,Non-Portal Order
24048,106406,24048_ENT_TUK*001,VPN006831,GVPN,421793,E2E,329508;98P041109,911029,S_803194765,V_803194765,10-Oct-2014,20-Apr-2016,4 Mbps,TERMINATE,Termination In Progress,Termination In Progress,TTSL,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,BENGALURU,Bengaluru,ITC INFOTECH PARK NO.18 BANASWADI MAIN ROAD PULIKESHI NAGAR P.O. BANGALORE ,VSBNO.2 KEB LAYOUT Sanjay Nagar Main Road Geddalahalli,,29-Jan-2016,20-Apr-2016,SDPUNE,2221275,SERVICE,24775442,Ready,Provisioning,TERMAP,Termination Of Mapping,29-Jan-2016 04:33:57 . PM,01-Feb-2016 02:06:04 . PM,01-Feb-2016 07:36:02 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,VPN0116807616,04-Jan-2016,INR,22404,22404,0,22404,,,,,NEW,29-Jan-2016 10:03:55 . PM,TTSL,TTSL,,82 Day : 0 Hr,98P041109,Enterprise,24048,,,,4d00272e8009a1ad,Tata Communications (UK) Limited,NA,,,No,,,,,,421793,Non-Portal Order
24048,106406,24048_ENT_TUK*001,VPN006831,GVPN,427673,E2E,329508;99P041109,920463,S_803194766,V_803194766,10-Oct-2014,20-Apr-2016,4 Mbps,TERMINATE,Termination In Progress,Termination In Progress,BHARTI,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,BENGALURU,Bengaluru,"ITC INFOTECH PARK, NO.18, BANASWADI MAIN ROAD, PULIKESHI NAGAR,P.O., BANGALORE ",VSBNO.2 KEB LAYOUT Sanjay Nagar Main Road Geddalahalli,,01-Mar-2016,20-Apr-2016,SDPUNE,2261937,SERVICE,25369562,Ready,Provisioning,TERMAP,Termination Of Mapping,01-Mar-2016 04:01:41 . PM,03-Mar-2016 10:32:52 . AM,03-Mar-2016 04:02:49 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,VPN0116807616,04-Jan-2016,INR,10000,10000,0,10000,,,,,NEW,01-Mar-2016 09:31:41 . PM,BHARTI,BHARTI,,38 Day : 0 Hr,99P041109,Enterprise,24048,,,,4d00272e8009b83a,Tata Communications (UK) Limited,NA,,,No,,,,,,427673,Non-Portal Order
24418,188685,24418_ENT_TAM*001,INT001333,GVPN,431706,E2E,269347;48P050313,925935,S_65000032301952,V_65000032301952,04-Jan-2014,31-Mar-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,10-Base-T,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Manila,Manila,Other Other ,234 Roosevelt Avenue San Francisco del Monte Ave Quezon City,,22-Mar-2016,31-Mar-2016,SDPUNE,2292372,SERVICE,25912212,Ready,Provisioning,TERMAP,Termination Of Mapping,22-Mar-2016 01:41:40 . PM,22-Mar-2016 01:47:01 . PM,22-Mar-2016 08:16:59 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TAM0316018682,02-Mar-2016,USD,1600,35800,2850,35800,,,,,NEW,22-Mar-2016 07:11:40 . PM,,,,8 Day : 0 Hr,48P050313,Enterprise,24418,701785,9I3X-P98X NP2,No,4d00272e8009c2b6,Tata Communications (America) Inc.,NA,,,No,,,,,,431706,Non-Portal Order
24418,188685,24418_ENT_TAM*001,INT001333,GVPN,431762,E2E,269347;44P050313,926032,S_65000032301948,V_65000032301948,04-Jan-2014,31-Mar-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,10-Base-T,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Manila,Manila,Other Other ,234 Roosevelt Avenue San Francisco del Monte Ave Quezon City,,22-Mar-2016,31-Mar-2016,SDPUNE,2292638,SERVICE,25917262,Ready,Provisioning,TERMAP,Termination Of Mapping,22-Mar-2016 04:21:41 . PM,22-Mar-2016 04:27:13 . PM,22-Mar-2016 10:57:07 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TAM0316018682,02-Mar-2016,USD,1600,18400,1400,18400,,,,,NEW,22-Mar-2016 09:51:40 . PM,,,,8 Day : 0 Hr,44P050313,Enterprise,24418,701784,9I3X-P98X NP1,No,4d00272e8009c2b6  ,Tata Communications (America) Inc.,NA,,,No,,,,,,431762,Non-Portal Order
24883,102705,24883_SP_TUK*001,NB97667LR,IPL,431821,E2E,339841,926108,S_027CAPE002011158111,,26-Nov-2014,29-Feb-2016,STM4 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.957 (Optical),,SGRF Billable,,,,,,London,London,Cape Town Cape Town ,London London ,,22-Mar-2016,29-Feb-2016,SDPUNE,2292997,SERVICE,25923375,Ready,Provisioning,TERMAP,Termination Of Mapping,22-Mar-2016 06:09:22 . PM,23-Mar-2016 01:24:41 . PM,23-Mar-2016 06:54:40 . AM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,,,INR,0,0,0,0,,,,,NEW,22-Mar-2016 11:39:21 . PM,,,,1 Day : 0 Hr,,Wholesale,24883,752844,2BL-ECP NP1,,4d00272e8009c31f,Tata Communications (UK) Limited,NA,,,,,,,,,431821,Non-Portal Order
24883,102705,24883_SP_TUK*001,NB96098LR,IPL,431861,E2E,335586,926159,S_044LOND002011027964,,03-Dec-2014,29-Feb-2016,STM4 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,,,,SGRF Billable,,,,,,London,Johannesburg,London London ,Johannesburg Johannesburg ,,22-Mar-2016,29-Feb-2016,SDPUNE,2293215,SERVICE,25926879,Ready,Provisioning,TERMAP,Termination Of Mapping,22-Mar-2016 07:13:35 . PM,22-Mar-2016 07:13:35 . PM,23-Mar-2016 12:43:34 . AM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,,,INR,0,0,0,0,,,,,NEW,23-Mar-2016 12:43:34 . AM,,,,1 Day : 0 Hr,,Wholesale,24883,750006,2BL-YD9 NP1,,4d00272e800876e6,Tata Communications (UK) Limited,NA,,,,,,,,,431861,Non-Portal Order
25008,102466,25008_ENT_TFR*001,INT005099,GVPN,429787,E2E,332020;366559,923318,S_SEOU623010906237,,01-Apr-2015,30-Mar-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,10-Base-T,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Seoul,Seongnam,Seoul Seoul ,Samsung Seocho Center 1710-1,,11-Mar-2016,30-Mar-2016,SDPUNE,2276780,SERVICE,25617610,Ready,Provisioning,TERMAP,Termination Of Mapping,11-Mar-2016 02:08:57 . PM,11-Mar-2016 02:12:52 . PM,11-Mar-2016 08:42:51 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004280,02-Mar-2016,EUR,0,11700,975,11700,,,,,NEW,11-Mar-2016 07:38:56 . PM,,,,15 Day : 0 Hr,,Enterprise,25008,750012,SB8X-X2XX NP1,No,4d00272e8009bbaa,Tata Communications (France) SAS,NA,,,No,,,,,,429787,Non-Portal Order
25340,106093,25340_SP_TUK*001,INT002172,GVPN,429808,E2E,267522,923348,S_001FORT623009007672,,04-Nov-2013,31-Mar-2016,1.544 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.703 (RJ48),,Billable,,,,,,Fort Lauderdale,Miami,Fort Lauderdale Fort Lauderdale ,NAP of Americas 50 NE 9th St 2nd floor  ,,11-Mar-2016,31-Mar-2016,SDPUNE,2276872,SERVICE,25619032,Ready,Provisioning,TERMAP,Termination Of Mapping,11-Mar-2016 03:32:36 . PM,11-Mar-2016 03:38:02 . PM,11-Mar-2016 10:07:56 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TUK0316015417,02-Mar-2016,USD,2156,11228,756,11228,,,,,NEW,11-Mar-2016 09:02:35 . PM,,,,15 Day : 0 Hr,,Wholesale,25340,682426,F29_MLN_NP1(682426),Yes,4d00272e8009bbca,Tata Communications (UK) Limited,NA,,,No,,,,,,429808,Non-Portal Order
25525,114133,25525_SP_TBR*001,NB130789LR,IPL,422758,E2E,,912262,S_968QALH002014393754,,,,STM16 Mbps,NEW,Under Provisioning,Commissioning In Progress(New-Order),,,G.957 (Optical),,SGRF Billable,,,,,,Qalhat,Singapore,Qalhat Qalhat ,Singapore Singapore ,,04-Feb-2016,03-Mar-2016,SDPUNE,2228194,SERVICE,24875625,Ready,Provisioning,CKTMAP,Circuit Mapping,04-Feb-2016 01:55:29 . PM,11-Mar-2016 04:51:00 . PM,11-Mar-2016 11:21:00 . AM,,AUTOTEST,AUTO_USER,Anurag Singh,Anurag Singh,,,,,,,INR,0,0,0,0,,,,"OO# 811611 ---968QALH002014393754_422758

India CLR Name:- xxxx/xxxx/VSN/OMN-SNGX/TSAV/VSN/SGP Vc16Sx0002

NIMS ID: 3OMX-A46X NP1
",NEW,11-Mar-2016 10:19:34 . PM,,,,1 Day : 0 Hr,,Wholesale,25525,812611,,,4d00272e8009a495 ,Tata Communications (Bermuda) Limited,NA,,,,,,,,,422758,Non-Portal Order
26124,107406,26124_ENT_THK*001,INT000410,GVPN,429855,E2E,180P010410,923406,S_852000032213925,V_852000032213925,02-Jun-2010,06-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,MegaiAdvantage 32/F 399 Chai Wan Road,,11-Mar-2016,06-Apr-2016,SDPUNE,2277234,SERVICE,25625763,Ready,Provisioning,TERMAP,Termination Of Mapping,11-Mar-2016 05:04:07 . PM,11-Mar-2016 05:23:08 . PM,11-Mar-2016 11:53:01 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,THK0316006282,12-Mar-2016,USD,0,56916,4743,56916,,,,,NEW,11-Mar-2016 10:34:06 . PM,,,,20 Day : 0 Hr,180P010410,Enterprise,26124,589131, 0GS_H99_NP1,No,4d00272e8009bbe7,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,429855,Non-Portal Order
26186,105456,26186_ENT_TUK*001,NB036255,GVPN,429853,E2E,19P040212,923400,S_4906932276507,V_4906932276507,16-May-2012,,,HOT UPGRADE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Cape Town,CAPE TOWN,Cape Town Cape Town ,c/o Neotel 1 Caledon West Street Bellville South,,11-Mar-2016,11-May-2016,SDPUNE,2277852,SERVICE,25637383,Ready,Provisioning,DOWNTIME,DOWNTIME,11-Mar-2016 07:30:54 . PM,22-Mar-2016 12:24:07 . PM,22-Mar-2016 06:54:03 . AM,,AUTOTEST,AUTO_USER,Nikunj Gala,Nikunj Gala,,,,,,,INR,0,0,0,0,,,,,NEW,22-Mar-2016 05:46:36 . PM,,,,2 Day : 0 Hr,19P040212,Enterprise,26186,819129,KLT_KLT_100M002,Yes,4d00272e8009bbe8 ,Tata Communications (UK) Limited,NA,,,No,,,,,,429853,Non-Portal Order
26186,105456,26186_ENT_TUK*001,NB036256,GVPN,429853,E2E,20P040212,923400,S_4906932276508,V_4906932276508,16-May-2012,,,HOT UPGRADE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Johannesburg,Johannesburg,Johannesburg Johannesburg ,"96 Leyds Street North Station Building,Joubert Park,Johannesburg ",,11-Mar-2016,11-May-2016,SDPUNE,2277850,SERVICE,25637374,Ready,Provisioning,DOWNTIME,DOWNTIME,11-Mar-2016 07:30:53 . PM,22-Mar-2016 12:25:35 . PM,22-Mar-2016 06:55:28 . AM,,AUTOTEST,AUTO_USER,Nikunj Gala,Nikunj Gala,,,,,,,INR,0,0,0,0,,,,,NEW,22-Mar-2016 05:54:47 . PM,,,,2 Day : 0 Hr,20P040212,Enterprise,26186,819130,JSO_KLT_1G001,Yes,4d00272e8009bbe8 ,Tata Communications (UK) Limited,NA,,,No,,,,,,429853,Non-Portal Order
26265,106945,26265_ENT_TIP*001,INT000663,GVPN,429839,E2E,469P070410,923381,S_65000032215100,V_65000032215100,02-Jun-2010,06-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Singapore,Singapore,Singapore Singapore ,"Global Switch 2 TAI SENG AVENUE,534408 Singapore ",,11-Mar-2016,06-Apr-2016,SDPUNE,2276989,SERVICE,25620772,Ready,Provisioning,TERMAP,Termination Of Mapping,11-Mar-2016 04:06:55 . PM,11-Mar-2016 04:13:01 . PM,11-Mar-2016 10:42:57 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TIP0316027575,12-Mar-2016,SGD,0,13764,1147,13764,,,,,NEW,11-Mar-2016 09:36:55 . PM,,,,20 Day : 0 Hr,469P070410,Enterprise,26265,589137,2GF_S98_NP1,No,4d00272e8009bbd3,Tata Communications International Pte. Ltd,NA,,,No,,,,,,429839,Non-Portal Order
27064,107598,27064_ENT_TJP*001,INT000962,GVPN,430005,E2E,122P270111,923620,S_81000332246564,V_81000332246564,04-Mar-2011,06-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Tokyo,Tokyo,Tokyo Tokyo Minato-ku,"3-8-21 Higashi-Shinagawa, Shinagawa-Ku, Tokyo, 140-0002,",,12-Mar-2016,06-Apr-2016,SDPUNE,2278422,SERVICE,25647794,Ready,Provisioning,TERMAP,Termination Of Mapping,12-Mar-2016 12:33:03 . PM,12-Mar-2016 12:39:13 . PM,12-Mar-2016 07:09:13 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TJP0316002077,02-Mar-2016,JPY,0,1042944,86912,1042944,,,,,NEW,12-Mar-2016 06:03:02 . PM,,,,19 Day : 0 Hr,122P270111,Enterprise,27064,584382,  T6U_XGB_NP1,No,4d00272e8009bc44,Tata Communications (Japan) K.K.,NA,,,No,,,,,,430005,Non-Portal Order
27286,107295,27286_ENT_TUK*001,INT000687,GVPN,418012,E2E,23P081211;353638,905852,S_440020197272841,V_440020197272841,03-Feb-2015,31-Mar-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Jyvaskyla,Delhi,Jyvaskyla Jyvaskyla ,"Tata Communications Limited Wireless Station Mandi Gaon Road, P.O. ? Mehrauli,",,07-Jan-2016,31-Mar-2016,SDPUNE,2195685,SERVICE,24355585,Ready,Provisioning,TERMAP,Termination Of Mapping,07-Jan-2016 01:06:26 . PM,07-Jan-2016 01:13:07 . PM,07-Jan-2016 07:43:07 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TUK0316015482,02-Mar-2016,GBP,1810,6034,352,6034,,,,,NEW,07-Jan-2016 06:36:26 . PM,,,,78 Day : 0 Hr,23P081211,Enterprise,27286,765592,Not Available,Yes,4d00272e800994b6,Tata Communications (UK) Limited,NA,,,No,,,,,,418012,Non-Portal Order
27295,102285,27295_ENT_TDU*001,INT000688,GVPN,426146,E2E,94P070411,918070,S_232254830,V_232254830,01-Apr-2012,30-Apr-2016,10 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,INTERNATIONAL CONTACT,9999999999,A@A.COM,999999,Quezon City,Manila,Quezon City Quezon City ,234 Roosevelt Avenue San Francisco del Monte Ave Quezon City,,23-Feb-2016,30-Apr-2016,SDPUNE,2252456,SERVICE,25237339,Ready,Provisioning,TERMAP,Termination Of Mapping,23-Feb-2016 03:08:42 . PM,23-Feb-2016 03:12:20 . PM,23-Feb-2016 09:42:19 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TDU0216002210,01-Feb-2016,USD,0,71100,5925,71100,,,,Termination extended from  termination date 29-02-2016 to termination extenion date 30-04-2016 .request through SFDC_1606552,NEW,23-Feb-2016 08:38:41 . PM,,,,6 Day : 0 Hr,94P070411,Enterprise,27295,591155, 9ZL_P98_NP1,No,4d00272e8009b028,Tata Communications Deutschland GmbH,NA,,,No,,,,,,426146,Non-Portal Order
27295,102285,27295_ENT_TDU*001,NB036267,ILL,426035,E2E,54P030212,917924,S_4421276476,V_4421276476,01-Apr-2012,29-Feb-2016,100 Mbps,TERMINATE,Termination In Progress,Termination In Progress,BHARTI,VSNL,Gig Optical,No,Non-Billable,,INTERNATIONAL CONTACT,9999999999,A@A.COM,999999,Chennai,Chennai,"TCL POP, Chennai one IT park ,Thoraipakkam pallavaram Road, Thoraipakkam, Chennai:600097  ",Chennai Chennai ,,22-Feb-2016,29-Feb-2016,SDPUNE,2251881,SERVICE,25229197,Ready,Provisioning,TERMAP,Termination Of Mapping,22-Feb-2016 08:31:42 . PM,17-Mar-2016 05:40:51 . PM,17-Mar-2016 11:10:43 . AM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,,,INR,0,0,0,0,,,,,NEW,23-Feb-2016 02:01:42 . AM,BHARTI,BHARTI,,7 Day : 0 Hr,54P030212,Enterprise,27295,,NOT AVAILABLE,,4d00272e8009b2cd,Tata Communications Deutschland GmbH,NA,,,,,,,,,426035,Non-Portal Order
27295,102285,27295_ENT_TDU*001,NB036267,ILL,426035,E2E,54P030212,917924,S_4421276476,V_4421276476,01-Apr-2012,29-Feb-2016,100 Mbps,TERMINATE,Termination In Progress,Termination In Progress,BHARTI,VSNL,Gig Optical,No,Non-Billable,,INTERNATIONAL CONTACT,9999999999,A@A.COM,999999,Chennai,Chennai,"TCL POP, Chennai one IT park ,Thoraipakkam pallavaram Road, Thoraipakkam, Chennai:600097  ",Chennai Chennai ,,22-Feb-2016,29-Feb-2016,SDPUNE,2251883,COMPONENT,25229224,Ready,Provisioning,TERSRV,Terminate Service,22-Feb-2016 08:32:53 . PM,17-Mar-2016 05:40:51 . PM,17-Mar-2016 11:10:43 . AM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,,,INR,0,0,0,0,,,,,NEW,23-Feb-2016 02:02:53 . AM,BHARTI,BHARTI,,7 Day : 0 Hr,54P030212,Enterprise,27295,,NOT AVAILABLE,,4d00272e8009b2cd,Tata Communications Deutschland GmbH,NA,,,,,,,,,426035,Non-Portal Order
27397,108596,27397_ENT_TDU*001,INT000968,GVPN,415844,E2E,13P270213,903149,S_4906932301536,V_4906932301536,28-Mar-2013,31-Mar-2016,10 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Frankfurt,Frankfurt,Frankfurt Frankfurt ,INTERXION Hanauer Landstr. 304 FrankfurtaM,,23-Dec-2015,31-Mar-2016,SDPUNE,2183556,SERVICE,24174744,Ready,Provisioning,TERMAP,Termination Of Mapping,23-Dec-2015 01:05:10 . PM,23-Dec-2015 01:10:34 . PM,23-Dec-2015 07:40:30 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TDU0316002284,02-Mar-2016,EUR,0,44652,3721,44652,,,,,NEW,23-Dec-2015 06:35:09 . PM,,,,89 Day : 0 Hr,13P270213,Enterprise,27397,678580,Not Available,No,4d00272e8009888a,Tata Communications Deutschland GmbH,NA,,,No,,,,,,415844,Non-Portal Order
27397,108596,27397_ENT_TDU*001,NB035844,GVPN,418406,E2E,15P270213,906465,S_8031301538,V_8031301538,29-Mar-2013,31-Mar-2016,10 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,10-Base-T,No,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Bangalore Rural,Bengaluru,Bangalore Rural Bangalore Rural ,BVS Layout No.23 Khatha No.533/1 1st Cross BVS LayoutBilekhalli Begur Hobli  South Taluk ,,09-Jan-2016,31-Mar-2016,SDPUNE,2198609,SERVICE,24404790,Ready,Provisioning,TERMAP,Termination Of Mapping,09-Jan-2016 12:13:35 . PM,09-Jan-2016 12:20:10 . PM,09-Jan-2016 06:50:09 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,Not Available,,,,NEW,09-Jan-2016 05:43:35 . PM,MAN,MAN,,76 Day : 0 Hr,15P270213,Enterprise,27397,,NOT AVAILABLE,,4d00272e800996ce,Tata Communications Deutschland GmbH,NA,,,No,,,,,,418406,Non-Portal Order
27612,109897,27612_SP_THK*001,INT002508,GVPN,423156,E2E,276666,912763,S_091BENG623009327757,,21-Jan-2014,,50 Mbps,HOT UPGRADE,Under Provisioning,Active(Change-Order),MAN,VSNL,100-Base-TX,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Bengaluru,Bangalore,"Campus 3A, Bellandur Outer Ring Road, 3rd floor, RMZ Eco space  ","TCL, Plot No.18,19 and 20, EPIP Layout, Whitefield, Bangalore:560066  ",,05-Feb-2016,22-Mar-2016,SDPUNE,2231280,SERVICE,24923224,Ready,Provisioning,DOWNTIME,DOWNTIME,05-Feb-2016 06:23:49 . PM,27-Feb-2016 11:49:51 . AM,27-Feb-2016 05:19:46 . AM,,SDNOC,VSD TEAM,Kavin Domadia,Kavin Domadia,,,,,THK0316006108,02-Mar-2016,USD,0,36636,3053,36636,,,,"Hi team,

Kindly arrange 2 hr. downtime ,to shift + upgrade the link.
Kindly arrange the same.

Link need to be extended from KIADB_TJ1500_1 Eth port 1-2-7.


Ajit Pawar
Transport Provisioning NOC | GCSC
Tata Communications Ltd | Dighi, Pune | India | Pin: 411015
",NEW,27-Feb-2016 05:17:28 . PM,MAN,MAN,PM,2 Day : 0 Hr,,Wholesale,27612,,,,4d00272e8009a61e,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,423156,Non-Portal Order
27612,109897,27612_SP_THK*001,NB93646LR,GVPN,432257,E2E,329880,926745,S_044LOND623010850856,,24-Oct-2014,22-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,London,London,London London ,78/102 The Broadway StratfordThe Broadway E142AA,,26-Mar-2016,22-Apr-2016,SDPUNE,2295263,SERVICE,25958604,Ready,Provisioning,TERMAP,Termination Of Mapping,26-Mar-2016 04:39:39 . PM,26-Mar-2016 04:43:07 . PM,26-Mar-2016 11:13:06 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,26-Mar-2016 10:09:39 . PM,,,,19 Day : 0 Hr,,Wholesale,27612,704854,0,Yes,4d00272e8009c4df,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,432257,Non-Portal Order
27612,109897,27612_SP_THK*001,NB93646LR,GVPN,432258,E2E,329880,926746,S_086HONG623010850834,,24-Oct-2014,22-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,"Mega-iAdvantage 399 Chai Wan Road,Chai Wan Hong Kong,China ",,26-Mar-2016,22-Apr-2016,SDPUNE,2295264,SERVICE,25958623,Ready,Provisioning,TERMAP,Termination Of Mapping,26-Mar-2016 04:39:48 . PM,26-Mar-2016 04:43:08 . PM,26-Mar-2016 11:13:06 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,26-Mar-2016 10:09:48 . PM,,,,19 Day : 0 Hr,,Wholesale,27612,704853,NA,Yes,4d00272e8009c4df,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,432258,Non-Portal Order
