Order Id,Scenario Type,Order Type,Order Status,Task Name,Originator Name,Originator Group Id,Service Id,Service Impacting,Order creation Date,Rejected,Assigned User,Assigned Group,Task Opened On,
NCCM_38676,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,8031261208,No,11-03-2015 21:50,Yes,,SOC-IP,SOC-IP,12-03-2015 17:06
NCCM_38677,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,091BENG030003270358,No,11-03-2015 21:52,Yes,,SOC-IP,SOC-IP,12-03-2015 17:07
NCCM_38678,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,8031229022 ,No,11-03-2015 21:54,Yes,,SOC-IP,SOC-IP,12-03-2015 17:08
NCCM_38679,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,091BENG623010665410,No,11-03-2015 21:56,Yes,,SOC-IP,SOC-IP,12-03-2015 17:08
NCCM_38680,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,091BENG030008007591,No,11-03-2015 21:57,Yes,,SOC-IP,SOC-IP,12-03-2015 17:09
NCCM_38681,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,8031240952,No,11-03-2015 21:59,Yes,,SOC-IP,SOC-IP,12-03-2015 17:10
NCCM_38682,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,44239249764,No,11-03-2015 22:01,No,,SOC-IP,SOC-IP,11-03-2015 22:01
NCCM_38683,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,091BENG623006706380,No,11-03-2015 22:02,Yes,,SOC-IP,SOC-IP,12-03-2015 17:11
NCCM_38684,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,12-03-2015 13:09,No,,SOC-IP,SOC-IP,13-03-2015 17:55
NCCM_38685,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,somnath.jadhav,ESOC,091BENG030008666163,No,12-03-2015 13:11,No,,ESOC,ESOC,26-03-2015 15:47
NCCM_38686,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_VerifyBulkMigrationTemplate,ashish.anturkar,IP-Field-Ops-Pune,,No,12-03-2015 13:24,No,,SOC-IP,SOC-IP,12-03-2015 13:29
NCCM_38687,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,somnath.jadhav,ESOC,091BENG030008666127,No,12-03-2015 13:28,No,,ESOC,ESOC,26-03-2015 15:47
NCCM_38688,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,omprakash.kore,Provisioning-Network,,No,12-03-2015 13:50,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:08
NCCM_38689,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,AFating,Provisioning-Network,,No,12-03-2015 14:02,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:08
NCCM_38690,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB030009373707,No,12-03-2015 14:05,No,,,,
NCCM_38694,NORMAL,BTNCCM,CLOSED,,ISInamda,Provisioning-Network,,No,12-03-2015 15:27,No,,,,
NCCM_38695,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,AFating,Provisioning-Network,,No,12-03-2015 15:29,No,,CM-Transport,CM-Transport,12-03-2015 15:33
NCCM_38696,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,AFating,Provisioning-Network,,No,12-03-2015 15:31,No,,CM-Transport,CM-Transport,12-03-2015 15:50
NCCM_38697,NORMAL,BTNCCM,CLOSED,,ISInamda,Provisioning-Network,,No,12-03-2015 16:18,No,,,,
NCCM_38698,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,DeviVish,Provisioning-Network,,No,12-03-2015 16:27,No,,Provisioning-Network,Provisioning-Network,12-03-2015 17:47
NCCM_38699,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091NAVI623011359252,No,12-03-2015 17:13,No,,,,
NCCM_38702,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091GAND623011202288,No,12-03-2015 18:13,No,,CM-IP-Enterprise,CM-IP-Enterprise,12-03-2015 18:19
NCCM_38703,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,12-03-2015 18:20,No,,SOC-IP,SOC-IP,13-03-2015 13:25
NCCM_38704,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,12-03-2015 19:14,No,,,,
NCCM_38705,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,utkarsh.nigam,ESOC,091HYDE005009896908,No,12-03-2015 19:26,No,,ESOC,ESOC,13-09-2015 08:57
NCCM_38708,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_UpdateCramerCLR,radha.putti,IP-Field-Ops-Bangalore,,No,12-03-2015 20:58,No,,Provisioning-Network,Provisioning-Network,18-03-2015 20:18
NCCM_38709,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,03331235892,No,13-03-2015 09:29,No,,CM-IP-Enterprise,CM-IP-Enterprise,13-03-2015 09:32
NCCM_38711,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,13-03-2015 11:02,No,,,,
NCCM_38712,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091MUMB030011296899,No,13-03-2015 11:33,No,,SOC-IP,SOC-IP,13-03-2015 11:45
NCCM_38713,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,13-03-2015 12:45,No,,,,
NCCM_38714,NORMAL,BTNCCM,CLOSED,,omprakash.kore,Provisioning-Network,,No,13-03-2015 13:20,No,,,,
NCCM_38715,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,kbenadja,SOC-IP,091BENG623010471563,No,13-03-2015 13:56,No,,CM-IP-Enterprise,CM-IP-Enterprise,13-03-2015 13:57
NCCM_38716,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,omprakash.kore,Provisioning-Network,,No,13-03-2015 14:07,No,,Provisioning-Network,Provisioning-Network,05-04-2015 14:14
NCCM_38718,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,manisha.sharma,ESOC,226705458,No,13-03-2015 15:35,No,,ESOC,ESOC,07-05-2015 17:07
NCCM_38719,CEASE,BTNCCM,Ceased,,santpati,Provisioning-Network,,No,13-03-2015 16:14,No,,,,
NCCM_38720,NORMAL,BTNCCM,CLOSED,,santpati,Provisioning-Network,,No,13-03-2015 16:24,No,,,,
NCCM_38722,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,SupriKat,Provisioning-Network,,No,13-03-2015 16:51,No,,CM-Transport,CM-Transport,13-03-2015 16:54
NCCM_38723,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,13-03-2015 17:00,No,,,,
NCCM_38726,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091PUNE623011555744,No,13-03-2015 17:07,No,,CM-IP-Enterprise,CM-IP-Enterprise,13-03-2015 17:09
NCCM_38724,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,13-03-2015 17:06,No,,,,
NCCM_38727,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,13-03-2015 17:10,No,,,,
NCCM_38721,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,sandeep.g,Provisioning-Network,,No,13-03-2015 16:33,No,,Provisioning-Network,Provisioning-Network,17-04-2015 14:06
NCCM_38728,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,omprakash.kore,Provisioning-Network,,No,13-03-2015 17:32,No,,Provisioning-Network,Provisioning-Network,06-05-2015 19:19
NCCM_38730,NORMAL,BTNCCM,CLOSED,,VHole,Provisioning-Network,,No,13-03-2015 18:27,No,,,,
NCCM_38731,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,SupriKat,Provisioning-Network,,No,13-03-2015 19:05,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:09
NCCM_38732,NORMAL,BTNCCM,CLOSED,,JKathare,Provisioning-Network,,No,13-03-2015 19:17,No,,,,
NCCM_38733,NORMAL,BTNCCM,CLOSED,,VHole,Provisioning-Network,,No,13-03-2015 19:29,No,,,,
NCCM_38734,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,13-03-2015 21:19,No,,,,
NCCM_38736,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,AFating,Provisioning-Network,,No,13-03-2015 21:27,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:09
NCCM_38739,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091GUWA623007826189,No,14-03-2015 16:37,No,,SOC-IP,SOC-IP,17-03-2015 19:16
NCCM_38742,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091GUWA623007826189,No,14-03-2015 17:04,No,,SOC-IP,SOC-IP,14-03-2015 18:23
NCCM_38744,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_VerifyBulkMigrationTemplate,shankar.selvaraj,IP-Field-Ops-Chennai,,No,15-03-2015 08:03,No,,SOC-IP,SOC-IP,15-03-2015 08:08
NCCM_38746,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,063CEBU623009236965,No,15-03-2015 08:14,No,paresh.pawar,SOC-IP,SOC-IP,15-03-2015 08:15
NCCM_38747,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,063CEBU623010050191,No,15-03-2015 08:16,No,paresh.pawar,SOC-IP,SOC-IP,15-03-2015 08:17
NCCM_38748,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,063MUNT623010016262,No,15-03-2015 08:17,No,paresh.pawar,SOC-IP,SOC-IP,15-03-2015 08:18
NCCM_38749,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,063MUNT623010016286,No,15-03-2015 08:19,No,paresh.pawar,SOC-IP,SOC-IP,15-03-2015 08:20
NCCM_38751,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,15-03-2015 16:47,No,,,,
NCCM_38762,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,d.sharma,ESOC,091MUMB623007945230,No,16-03-2015 13:24,No,,ESOC,ESOC,27-09-2015 18:42
NCCM_38764,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091KOLK1258009040134,No,16-03-2015 14:42,No,,,,
NCCM_38766,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_TakeDowntimeAndSchedule,paresh.pawar,SOC-IP,091TANJ623008947876,No,16-03-2015 15:13,No,,SOC-IP,SOC-IP,16-03-2015 15:22
NCCM_38769,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,16-03-2015 15:32,No,,SOC-IP,SOC-IP,19-03-2015 11:42
NCCM_38772,NORMAL,URINNCCM,CLOSED,,nitin.dabhade,ESOC,091CHEN1143007523842,No,16-03-2015 16:04,No,,,,
NCCM_38773,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ConfigureIPService,ashish.anturkar,IP-Field-Ops-Pune,,No,16-03-2015 16:40,No,,CM-IP-Enterprise,CM-IP-Enterprise,25-05-2015 17:17
NCCM_38774,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,16-03-2015 18:53,No,,Provisioning-Network,Provisioning-Network,15-08-2015 06:23
NCCM_38775,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,hemant.pawar,Provisioning-Network,,No,16-03-2015 19:23,No,,CM-Transport,CM-Transport,16-03-2015 19:36
NCCM_38776,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,d.sharma,ESOC,2209205047,No,16-03-2015 20:14,No,,ESOC,ESOC,30-03-2015 16:27
NCCM_38778,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,16-03-2015 22:04,No,,,,
NCCM_38780,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,psalokhe,ESOC,091AHME1143010504008,No,17-03-2015 07:35,No,,ESOC,ESOC,17-03-2015 11:30
NCCM_38785,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_UpdateCramerCLR,KKumari,SOC-IP,,No,17-03-2015 14:03,No,,Provisioning-Network,Provisioning-Network,17-03-2015 14:28
NCCM_38786,NORMAL,BTNCCM,CLOSED,,AFating,Provisioning-Network,,No,17-03-2015 15:16,No,,,,
NCCM_38787,CEASE,PGICCNCCM,Ceased,,paresh.pawar,SOC-IP,091BENG030009317885 ,No,17-03-2015 15:43,No,,,,
NCCM_38789,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091BENG030009317885 ,No,17-03-2015 15:49,No,paresh.pawar,SOC-IP,SOC-IP,17-03-2015 15:56
NCCM_38791,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,17-03-2015 17:01,No,,,,
NCCM_38790,NORMAL,URIGCCNCCM,IN PROGRESS,NCCM_UR_IGC_VerifyCR,ganesh.thorave,SOC-IP,35832304654,No,17-03-2015 16:59,No,ganesh.thorave,SOC-IP,SOC-IP,17-03-2015 17:04
NCCM_38792,NORMAL,URIGCCNCCM,IN PROGRESS,NCCM_UR_IGC_VerifyCR,ganesh.thorave,SOC-IP,35832304655,No,17-03-2015 17:04,No,ganesh.thorave,SOC-IP,SOC-IP,17-03-2015 17:06
NCCM_38793,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,AFating,Provisioning-Network,,No,17-03-2015 19:03,No,,CM-Transport,CM-Transport,17-03-2015 19:11
NCCM_38794,CEASE,URIGCCNCCM,Ceasing,UndoNCCM_VerifyCR,ganesh.thorave,SOC-IP,35832304655,No,17-03-2015 19:12,No,,SOC-IP,SOC-IP,17-03-2015 19:21
NCCM_38796,NORMAL,URIGCCNCCM,IN PROGRESS,NCCM_UR_IGC_RegularizeConfig,ganesh.thorave,SOC-IP,35832304655,No,17-03-2015 19:26,No,,CM-IP-Enterprise,CM-IP-Enterprise,17-03-2015 19:31
NCCM_38797,NORMAL,URIGCCNCCM,IN PROGRESS,NCCM_UR_IGC_RegularizeConfig,ganesh.thorave,SOC-IP,35832304654,No,17-03-2015 19:28,No,,CM-IP-Enterprise,CM-IP-Enterprise,17-03-2015 19:30
NCCM_38798,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,17-03-2015 19:34,No,,,,
NCCM_38799,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,9411100327616,No,17-03-2015 20:44,No,,SOC-IP,SOC-IP,17-03-2015 20:46
NCCM_38824,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091MUMB030010023743,No,18-03-2015 14:38,No,,SOC-IP,SOC-IP,18-03-2015 14:39
NCCM_38825,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,9411100327616,No,18-03-2015 15:25,No,,SOC-IP,SOC-IP,18-03-2015 15:25
NCCM_38826,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,sadvitot,Provisioning-Network,,No,18-03-2015 15:39,No,,CM-Transport,CM-Transport,18-03-2015 19:06
NCCM_38827,NORMAL,BTNCCM,CLOSED,,santpati,Provisioning-Network,,No,18-03-2015 15:53,No,,,,
NCCM_38828,NORMAL,BTNCCM,CLOSED,,SupriKat,Provisioning-Network,,No,18-03-2015 16:50,No,,,,
NCCM_38829,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091BENG030007306411,No,18-03-2015 17:02,No,paresh.pawar,SOC-IP,SOC-IP,18-03-2015 17:03
NCCM_38830,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091CHEN623007608142,No,18-03-2015 17:33,No,,,,
NCCM_38832,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091CHEN623007608111,No,18-03-2015 17:38,No,,,,
NCCM_38835,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091CHEN030007921320,No,18-03-2015 17:40,No,,,,
NCCM_38837,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_UpdateConcord,r.gunavathy,SA-ACCESS,091EROD623010855150,No,18-03-2015 17:59,No,,SOC-IP,SOC-IP,25-03-2015 16:28
NCCM_38839,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_RaiseChangeRequestType,KKumari,SOC-IP,,No,18-03-2015 18:58,Yes,,SOC-IP,SOC-IP,19-03-2015 12:36
NCCM_38840,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,18-03-2015 19:02,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:10
NCCM_38841,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,18-03-2015 19:08,No,,Provisioning-Network,Provisioning-Network,20-03-2015 13:29
NCCM_38843,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,18-03-2015 19:37,No,,Provisioning-Network,Provisioning-Network,06-05-2015 19:23
NCCM_38842,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,AFating,Provisioning-Network,,No,18-03-2015 19:36,Yes,,Provisioning-Network,Provisioning-Network,08-04-2015 15:48
NCCM_38844,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091CHEN623009285105,No,19-03-2015 07:39,No,,CM-IP-Enterprise,CM-IP-Enterprise,19-03-2015 07:42
NCCM_38845,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB623009920048,No,19-03-2015 09:51,No,,,,
NCCM_38847,NORMAL,PINCNCCM,CLOSED,,singh.amit,,238549,No,19-03-2015 09:57,No,,,,
NCCM_38849,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB1143009907805,No,19-03-2015 10:02,No,,,,
NCCM_38851,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB1143010676483,No,19-03-2015 10:06,No,,,,
NCCM_38855,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,091MUMB623007812120,No,19-03-2015 10:12,Yes,,ESOC,ESOC,19-03-2015 17:50
NCCM_38857,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,091MUMB623009614679,No,19-03-2015 10:16,No,,ESOC,ESOC,19-03-2015 10:16
NCCM_38860,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,,091MUMB623009614679,No,19-03-2015 10:20,No,,MAN Field Ops-New Delhi,MAN Field Ops-New Delhi,27-09-2015 16:06
NCCM_38862,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB030009641945,No,19-03-2015 10:24,No,,,,
NCCM_38864,CEASE,PINCNCCM,Ceasing,UndoNCCM_PC_INC_ValidateOrder,singh.amit,,220958781,No,19-03-2015 10:27,No,,ESOC,ESOC,19-03-2015 10:37
NCCM_38864,CEASE,PINCNCCM,Ceasing,UndoNCCM_PC_INC_RaiseCR,singh.amit,,220958781,No,19-03-2015 10:27,No,,ESOC,ESOC,19-03-2015 10:37
NCCM_38866,NORMAL,PINCNCCM,CLOSED,,singh.amit,,091MUMB1143010487749,No,19-03-2015 10:30,No,,,,
NCCM_38870,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,4497314544,No,19-03-2015 10:59,No,,,,
NCCM_38873,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091CHEN623007605885,No,19-03-2015 11:11,No,,,,
NCCM_38874,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,SupriKat,Provisioning-Network,,No,19-03-2015 11:12,No,,Provisioning-Network,Provisioning-Network,19-03-2015 18:12
NCCM_38874,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,SupriKat,Provisioning-Network,,No,19-03-2015 11:12,No,,Provisioning-Network,Provisioning-Network,19-03-2015 18:12
NCCM_38877,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_PrepareConfig,singh.amit,,22128247528,No,19-03-2015 11:30,No,,SD-CNOC,SD-CNOC,26-03-2015 18:31
NCCM_38880,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_PrepareConfig,singh.amit,,22128247527,No,19-03-2015 11:33,No,,SD-CNOC,SD-CNOC,26-03-2015 18:31
NCCM_38882,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_PrepareConfig,singh.amit,,22128247531,No,19-03-2015 11:37,No,,SD-CNOC,SD-CNOC,26-03-2015 18:32
NCCM_38884,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB1143010704813,No,19-03-2015 11:41,No,,,,
NCCM_38885,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,NCCM_35227,No,19-03-2015 11:41,No,,ESOC,ESOC,19-03-2015 11:41
NCCM_38890,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,091MUMB1143010478008,No,19-03-2015 11:44,Yes,,ESOC,ESOC,20-03-2015 14:51
NCCM_38892,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,091MUMB030010373438,No,19-03-2015 11:47,Yes,,ESOC,ESOC,20-03-2015 13:38
NCCM_38894,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_RaiseCR,singh.amit,,091MUMB1143006880400,No,19-03-2015 11:51,Yes,,ESOC,ESOC,19-03-2015 19:35
NCCM_38896,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB1143006880400,No,19-03-2015 11:53,No,,,,
NCCM_38898,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,AFating,Provisioning-Network,,No,19-03-2015 11:57,No,,Provisioning-Network,Provisioning-Network,27-04-2015 13:07
NCCM_38899,NORMAL,BTNCCM,CLOSED,,SupriKat,Provisioning-Network,,No,19-03-2015 12:50,No,,,,
NCCM_38900,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,19-03-2015 12:59,No,,SOC-IP,SOC-IP,21-03-2015 11:59
NCCM_38902,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_UpdateCramerCLR,KKumari,SOC-IP,,No,19-03-2015 13:13,No,,Provisioning-Network,Provisioning-Network,21-03-2015 13:34
NCCM_38903,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,omprakash.kore,Provisioning-Network,,No,19-03-2015 13:50,No,,Provisioning-Network,Provisioning-Network,31-03-2015 20:10
NCCM_38908,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,hemant.pawar,Provisioning-Network,,No,19-03-2015 16:07,No,,Provisioning-Network,Provisioning-Network,04-08-2015 13:06
NCCM_38909,NORMAL,BTNCCM,CLOSED,,omprakash.kore,Provisioning-Network,,No,19-03-2015 16:25,No,,,,
NCCM_38911,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,SupriKat,Provisioning-Network,,No,19-03-2015 18:12,No,,CM-Transport,CM-Transport,19-03-2015 18:15
NCCM_38912,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,AFating,Provisioning-Network,,No,19-03-2015 22:39,No,,CM-Transport,CM-Transport,19-03-2015 22:42
NCCM_38914,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,psalokhe,ESOC,091MUMB1258009812150,No,19-03-2015 22:49,No,,ESOC,ESOC,26-03-2015 15:09
NCCM_38917,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,psalokhe,ESOC,091CHEN030004339371,No,20-03-2015 02:45,No,,ESOC,ESOC,20-03-2015 11:00
NCCM_38921,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,psalokhe,ESOC,091MUMB623008076844,No,20-03-2015 11:52,No,,ESOC,ESOC,22-03-2015 11:05
NCCM_38923,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,psalokhe,ESOC,091DARJ623009423658,No,20-03-2015 12:05,No,,ESOC,ESOC,22-03-2015 11:54
NCCM_38924,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ValidateOrder,psalokhe,ESOC,091DARJ623009423658,No,20-03-2015 12:09,No,,ESOC,ESOC,20-03-2015 12:10
NCCM_38925,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,20-03-2015 12:15,No,,Provisioning-Network,Provisioning-Network,06-05-2015 18:50
NCCM_38926,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,,091MUMB623007696729,No,20-03-2015 12:50,No,,MAN Field Ops-New Delhi,MAN Field Ops-New Delhi,19-08-2015 11:35
NCCM_38928,NORMAL,PINCNCCM,CLOSED,,singh.amit,,091MUMB1143010032245,No,20-03-2015 12:54,No,,,,
NCCM_38930,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,091MUMB623010464922,No,20-03-2015 12:57,No,,,,
NCCM_38932,NORMAL,PINCNCCM,CLOSED,,singh.amit,,091MUMB1143009832955,No,20-03-2015 13:02,No,,,,
NCCM_38934,NORMAL,PINCNCCM,CLOSED,,singh.amit,,091MUMB623009537855,No,20-03-2015 13:05,No,,,,
